"Project ID","Compliance Program ID","Cooperative/ Aggregate ID","Project Developer","Project Owner","Project Name","Offset Project Operator","Authorized Project Designee","Verification Body","Project Type","Status","Compliance Program Status","Project Site Location","Project Site State","Project Site Country","Additional Certification(s)","SDG Impact","Project Notes","Total Number of Offset Credits Registered ","Project Listed Date","Project Registered Date","Documents","Data","Project Website",
"CAR1469","N/A","CARC1482","Bank of Montreal","Bank of Montreal","Balog Grasslands Project","","","","Canada Grassland","Completed","Not ARB or WA ECO Eligible","Forty Mile County #8","ALBERTA","CA","","","Project Completed at the request of the project developer. 12/23/2024","","08/23/2024","","View","View","",
"CAR2258","N/A","","The Climate Trust","Barthelmess Ranch Corp.","Barthelmess Ranch Avoided Grassland Conversion","","","","Avoided Grassland Conversion","Listed","Not ARB or WA ECO Eligible","Phillips County","MONTANA","US","","","","","01/20/2026","","View","View","",
"CAR814","N/A","","Montauk Energy Capital, LLC","Montauk Energy Capital, LLC","Bartow Landfill","","","TUV SUD America, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Bartow County, near Atlanta, Georgia","GEORGIA","US","","","","39849","07/07/2011","10/12/2011","View","View","www.montaukenergy.com",
"CAR1783","CAFR6783","","Sierra Pacific Industries","Sierra Pacific Industries","Bear Refo","Sierra Pacific Industries","None","","Reforestation - ARB Compliance","Registered","Proposed Project","Butte and Plumas Counties","CALIFORNIA","US","","","","","04/17/2023","12/02/2024","View","View","",
"CAR2057","CAMM5746","","Keyrock Energy, LLC","Keyrock Energy, LLC","Beckley Pocahontas Mine Methane Incineration Project","Keyrock Energy, LLC","None","First Environment of California, Inc.","Mine Methane Capture - ARB Compliance","Registered","Active ARB Project","Beckley","WEST VIRGINIA","US","","","","43934","01/02/2025","06/10/2025","View","View","",
"CAR574","N/A","","Anew Environmental, LLC","Anew Environmental, LLC","Berkeley County Landfill Gas Project","","","","Landfill Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Berkeley County","SOUTH CAROLINA","US","","","","184321","03/11/2010","12/14/2010","View","View","",
"CAR1276","CALS5376","","Ag Methane Advisors, LLC","Ag Methane Advisors, LLC","Berkshire Cow Power","Pleasant Valley Farms of Berkshire, LLC","Ag Methane Advisors, LLC","","Livestock - ARB Compliance","Listed","Proposed Project","Berkshire","VERMONT","US","","","","","09/27/2017","","View","View","",
"CAR411","N/A","","3Degrees Group, Inc","3Degrees Group, Inc","Beulah Municipal Landfill (Dorchester County, MD)","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Hurlock","MARYLAND","US","","","","121799","11/06/2008","06/21/2010","View","View","",
"CAR790","N/A","","Bi-County Gas Producers, LLC","Bi-County Gas Producers, LLC","Bi-County Landfill Gas Destruction Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Montgomery County; Woodlawn","TENNESSEE","US","","","","986844","12/16/2010","03/01/2012","View","View","www.fierainfrastructure.com",
"CAR1872","N/A","","Yaax Carbon","Bienes Comunales de Santa Catarina Ixtepeji","Bienes Comunales de Santa Catarina Ixtepeji","","","NOVA CERT LLC","Forestry - MX","Listed","Not ARB or WA ECO Eligible","Santa Catarina Ixtepeji","OAXACA","MX","","","","","11/25/2025","","View","View","n/a",
"CAR1871","N/A","","Yaax Carbon","Bienes Comunales de Teococuilco de Marcos Perez","Bienes Comunales deTeococuilco de Marcos P�rez","","","AmSpec de M�xico S.A. de C.V.","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Teococuilco de Marcos P�rez","OAXACA","MX","","","","47063","09/11/2024","07/10/2025","View","View","n/a",
"CAR1547","N/A","CARC1534","Bioforestal Innovaci�n Sustentable S.C.","Los Bienes Comunales de San Pedro Ecatzingo","Bienes Comunales San Pedro Ecatzingo","","","","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Ecatzingo de Hidalgo, Estado de M�xico, M�xico","STATE OF M�XICO","MX","","1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land","","7515","01/31/2022","11/28/2022","View","View","",
"CAR1546","N/A","CARC1534","Bioforestal Innovaci�n Sustentable S.C.","Los Bienes Comunales de Santa Isabel Chalma","Bienes Comunales Santa Isabel Chalma","","","","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Amecameca, Estado de M�xico, M�xico","STATE OF M�XICO","MX","","1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land","","3425","01/31/2022","11/29/2022","View","View","",
"CAR1553","N/A","CARC1534","Bioforestal Innovaci�n Sustentable S.C.","Los Bienes Comunales de Santiago Cuautenco","Bienes Comunales Santiago Cuautenco","","","","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Amecameca, Estado de M�xico, M�xico","STATE OF M�XICO","MX","","1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land","","6012","01/31/2022","11/28/2022","View","View","",
"CAR1090","CAFR5085","","Sierra Pacific Industries","Sierra Pacific Industries","Big Bend","Sierra Pacific Industries","None","SCS Global Services","Improved Forest Management - ARB Compliance","Completed","Inactive","Shasta County","CALIFORNIA","US","","","","","08/06/2014","","View","View","",
"CAR1380","CAFR6380","","Sierra Pacific Industries","Sierra Pacific Industries","Big Bend 2019","Sierra Pacific Industries","None","","Improved Forest Management - ARB Compliance","Completed","","Shasta County","CALIFORNIA","US","","","combined CAR1378, CAR1379, CAR1380 into CAR1381","","05/12/2021","","View","View","",
"CAR2198","N/A","","Big Brown Fly Ash LLC","Big Brown Fly Ash LLC","Big Brown Harvested Fly Ash (SCM)","","","","Low Carbon Cement","Listed","Not ARB or WA ECO Eligible","Fairfield, TX","TEXAS","US","","","","","09/15/2025","","View","View","",
"CAR1402","CAFR6402","","Sierra Pacific Industries","Sierra Pacific Industries","Big McCarty","Sierra Pacific Industries","None","","Improved Forest Management - ARB Compliance","Completed","","Tehama County","CALIFORNIA","US","","","Combined into CAR1408 moving forward","","08/17/2020","","View","View","",
"CAR408","N/A","","The Conservation Fund","The Conservation Fund","Big River / Salmon Creek Forests","","","","Conservation-Based Forest Management","Transitioned","Not ARB or WA ECO Eligible","Mendocino County, CA","CALIFORNIA","US","","","","2413157","10/30/2008","02/25/2009","View","View","",
"CAR1100","CAFR5106","","The Conservation Fund","The Conservation Fund","Big River / Salmon Creek Forests - ARB","The Conservation Fund","None","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Mendocino County, CA","CALIFORNIA","US","","","","663443","01/08/2015","04/11/2017","View","View","www.conservationfund.org",
"CAR769","N/A","","Big Run Power Producers, LLC","Big Run Power Producers, LLC","Big Run Landfill Gas Destruction Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Boyd County; Ashland","KENTUCKY","US","","","","138492","07/01/2010","10/08/2011","View","View","",
"CAR1092","CAFR5087","","Sierra Pacific Industries","Sierra Pacific Industries","Big Valley","Sierra Pacific Industries","None","SCS Global Services","Improved Forest Management - ARB Compliance","Completed","Terminated","Lassen and Modoc Counties California","CALIFORNIA","US","","","","52124","08/06/2014","03/31/2017","View","View","",
"CAR824","N/A","","Montana-Dakota Utilities Co.","Montana-Dakota Utilities Co.","Billings Regional Landfill","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Billings, MT","MONTANA","US","","","","173207","05/02/2011","12/10/2013","View","View","",
"CAR2086","N/A","","MERCADO AMBIENTAL AP","MERCADO AMBIENTAL AP","BioAnglo Biodigestor, C�rdoba Argentina","Compa��a Anglo C�rdoba de Tierras","None","","Livestock Gas Capture/Combustion","Listed","Not ARB or WA ECO Eligible","Provincia de C�rdoba, Argentina, Zona Rural Eufrasio Loza","C�rdoba","AR","","","","","03/14/2025","","View","View","https://anglocordoba.com.ar/",
"CAR1858","N/A","","Bioforestal Innovaci�n Sustentable S.C.","N.C.P.E. Otilio Monta�o","Biorodal: Carbono Forestal Otilio Monta�o","","","","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Bacalar, Quintana Roo","QUINTANA ROO","MX","","","","38395","10/06/2023","10/31/2024","View","View","",
"CAR403","N/A","","Anew Environmental, LLC","Anew Environmental, LLC","Black Warrior Solid Waste Facility","","","","Landfill Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Coker","ALABAMA","US","","","","522063","11/06/2008","07/28/2009","View","View","",
"CAR997","CALS5014","","3Degrees Group, Inc","3Degrees Group, Inc","Blue Mountain Biogas","Phibro Americas LLC","3Degrees Group, Inc","","Livestock - ARB Compliance","Completed","","Beaver County, Utah","UTAH","US","","","","199991","08/26/2013","06/12/2014","View","View","",
"CAR456","N/A","","3Degrees Group, Inc","3Degrees Group, Inc","Blue Ridge Landfill","","","Agri-Waste Technology, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Scotland, PA","PENNSYLVANIA","US","","","","200421","06/17/2009","04/05/2010","View","View","",
"CAR2047","CAFR5270","","Anew Carbon Development, LLC","Anew Carbon Development, LLC","Blue Source - Alford Improved Forest Management Project","Ozark Regional Land Trust","Blue Source, LLC (now Anew Climate, LLC)","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Ozark County, MO","MISSOURI","US","","","Project transferring from Verra to Reserve as of November 2024","14065","12/23/2024","01/17/2025","View","View","",
"CAR973","CAFR5003","","Anew Carbon Development, LLC","Anew Carbon Development, LLC","Blue Source - Bishop Improved Forest Management Project","Great Lakes Forests 1 LLC","Blue Source LLC","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Upper Peninsula Michigan","MICHIGAN","US","","","","3817594","08/08/2012","04/25/2014","View","View","http://www.bluesource.com/contact/",
"CAR1195","CAFR5295","","Anew Carbon Development, LLC","Anew Carbon Development, LLC","Blue Source - Corkscrew Improved Forest Management Project","National Audubon Society, Inc.","Blue Source LLC","","Improved Forest Management - ARB Compliance","Completed","Inactive","Naples","FLORIDA","US","","","","","10/28/2015","","View","View","",
"CAR683","N/A","","National Audubon Society, Inc.","National Audubon Society, Inc.","Blue Source - Francis Beidler Improved Forest Management Project","National Audubon Society, Inc","Blue Source, LLC","","Improved Forest Management","Registered","Not ARB or WA ECO Eligible","Berkeley, Dorchester and Orangeburg Counties","SOUTH CAROLINA","US","","","","929178","01/21/2011","03/28/2013","View","View","",
"CAR659","N/A","","David Dicktel","David Dicktel","Blue Source - Pungo River Forest Conservation Project","","Blue Source","","Avoided Conversion","Registered","Not ARB or WA ECO Eligible","Washington County, NC","NORTH CAROLINA","US","","","","307067","09/30/2010","06/19/2012","View","View","",
"CAR1200","CAFR5300","","Anew Carbon Development, LLC","Anew Carbon Development, LLC","Blue Source- Goodwood Improved Forest Management Project","Goodwood Virginia, LLC","Blue Source LLC","","Improved Forest Management - ARB Compliance","Completed","Inactive","Franklin","VIRGINIA","US","","","","","10/30/2015","","View","View","",
"CAR1199","CAFR5299","","Anew Carbon Development, LLC","Anew Carbon Development, LLC","Blue Source- Stonewall Improved Forest Management Project","Stonewall Timberlands, LLC","Blue Source LLC","","Improved Forest Management - ARB Compliance","Completed","Inactive","Lawrenceville","VIRGINIA","US","","","","","10/30/2015","","View","View","",
"CAR1203","CAFR5303","","Anew Carbon Development, LLC","Anew Carbon Development, LLC","Blue Source- Sylvan Improved Forest Management Project","Sylvan Timberlands, LLC","Blue Source LLC","","Improved Forest Management - ARB Compliance","Completed","Inactive","Millinocket","MAINE","US","","","","","10/30/2015","","View","View","",
"CAR1207","CAFR5307","","Anew Carbon Development, LLC","Anew Carbon Development, LLC","Blue Source-Montrose Improved Forest Management Project","Rocky Creek Plantation, LLC","Blue Source LLC","","Improved Forest Management - ARB Compliance","Completed","Inactive","Chester","SOUTH CAROLINA","US","","","","","10/29/2015","","View","View","",
"CAR1196","CAFR5296","","Anew Carbon Development, LLC","Anew Carbon Development, LLC","Blue Source-Silver Bluff Improved Forest Management Project","National Audubon Society, Inc.","Blue Source LLC","","Improved Forest Management - ARB Compliance","Completed","Inactive","Augusta","GEORGIA","US","","","","","10/28/2015","","View","View","",
"CAR1202","CAFR5302","","Anew Carbon Development, LLC","Anew Carbon Development, LLC","Blue Source-Snowshoe Improved Forest Management Project","Snowshoe Timberlands, LLC","Blue Source LLC","","Improved Forest Management - ARB Compliance","Completed","Inactive","Enfield","MAINE","US","","","","","11/12/2015","","View","View","",
"CAR1210","CAFR5310","","Anew Carbon Development, LLC","Anew Carbon Development, LLC","Blue Source-Westervelt Atlantic Coast Improved Forest Management Project","The Westervelt Company","Blue Source LLC","","Improved Forest Management - ARB Compliance","Completed","Inactive","Franklin, VA","VIRGINIA","US","","","","","11/04/2015","","View","View","",
"CAR1212","CAFR5312","","Anew Carbon Development, LLC","Anew Carbon Development, LLC","Blue Source-Westervelt Gulf Coast Improved Forest Management Project","The Westervelt Company","Blue Source LLC","","Improved Forest Management - ARB Compliance","Completed","Inactive","Waynesboro","MISSISSIPPI","US","","","","","11/04/2015","","View","View","",
"CAR1211","CAFR5311","","Anew Carbon Development, LLC","Anew Carbon Development, LLC","Blue Source-Westervelt Piedmont Improved Forest Management Project","The Westervelt Company","Blue Source LLC","","Improved Forest Management - ARB Compliance","Completed","Inactive","Buhl, AL","ALABAMA","US","","","","","11/04/2015","","View","View","",
"CAR1201","CAFR5301","","Anew Carbon Development, LLC","Anew Carbon Development, LLC","Blue Source-Winchendon Improved Forest Management Project","Winchendon Forest LLC","Blue Source LLC","","Improved Forest Management - ARB Compliance","Completed","Inactive","Ashby","MASSACHUSETTS","US","","","","","10/30/2015","","View","View","",
"CAR1209","CAFR5309","","Anew Carbon Development, LLC","Anew Carbon Development, LLC","Blue Source-Wolf River Improved Forest Management Project","Aurora Sustainable Lands","None","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Antigo, WI","WISCONSIN","US","","","","706056","11/04/2015","10/26/2017","View","View","",
"CAR439","N/A","","Anew Carbon Development, LLC","Anew Carbon Development, LLC","Bluesource - Camelot Landfill","","","TUV SUD America, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Lewisville","TEXAS","US","","","","471439","03/30/2009","12/14/2009","View","View","",
"CAR1247","N/A","","Anew Carbon Development, LLC","Carroll MT Properties, LLC","Bluesource - Carroll Avoided Grassland Conversion Project","","","","Avoided Grassland Conversion","Registered","Not ARB or WA ECO Eligible","Valley County, MT","MONTANA","US","","","","90358","12/20/2016","01/18/2019","View","View","",
"CAR551","N/A","","Anew Carbon Development, LLC","Anew Carbon Development, LLC","Bluesource - Indian Creek Landfill Gas Project","","","TUV SUD America, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Tazewell County, Hopedale","ILLINOIS","US","","","Project has exceeded its NMOC threshold. It was required to have a GCCS installed by 10/29/2012","150060","12/03/2009","07/27/2011","View","View","",
