"Program","Project ID","Project Name","Proponents","Authorized Representative Organization Name","Sectoral Scope","PUBLIC_VIEW_REPORTS_PROJECTS.pubReportsProjectsList.AFOLUActivities","Methodology","Estimated Average Annual Emission Reductions and Carbon Dioxide Removals","Sustainable Development Contributions","Validator","Region","Country","State/Province","Estimated Project Start Date","Crediting Period Duration Start Date","Crediting Period Duration End Date","Crediting Period Term","Project Registration Date","Status"
"Verified Carbon Standard","1578","15 MW Solar Photovoltaic Power Project at Gujarat","ACME Solar Technologies (Gujarat) Private Limited","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version NA)","24520","","Earthood Services Limited","Asia","India","Gujarat","13 Mar 2012","13 Mar 2022","12 Mar 2032","2","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","1139","15 MW Wind energy farm at Gopalpura, Karnataka by HZL","Hindustan Zinc Limited (PP)","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version NA)","31875","","","Asia","India","District: Hassan, State: Karnataka","31 Mar 2011","01 Dec 2012","30 Nov 2019","1","06 Apr 2020","Withdrawn"
"Verified Carbon Standard","8","15 MW Wind Energy Project in Maharashtra","M/s D. J. Malpani (PP)","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version NA)","25848","","Bureau Veritas India Private Limited","Asia","India","Maharashtra","27 Oct 2005","01 Apr 2016","31 Mar 2026","2","19 Mar 2009","Late to Verify"
"Verified Carbon Standard","1692","15 MW Wind Power Project by RSPL Ltd (EKIESL-CDM-May-16-04)","RSPL Limited","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version 18)","29758","","LGAI Technological Center, S.A. (Applus+ Certification)","Asia","India","Madhya Pradesh","11 Dec 2015","11 Dec 2015","10 Dec 2025","1","04 Aug 2017","Withdrawn"
"Verified Carbon Standard","292","150 MW grid connected Wind Power based electricity generation project in Gujarat, India.","Vayu (Project 1) private limited (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 19)","326203","","Earthood Services Limited","Asia","India","Kutch, Gujarat","30 Sep 2007","30 Sep 2007","29 Sep 2017","1","06 Apr 2020","Registered"
"Verified Carbon Standard","1914","150 MW Solar Project in Karnataka by Avaada Solar","Avaada Solar Energy Private Limited","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 19)","319470","","Earthood Services Limited","Asia","India","Karnataka","20 Dec 2018","20 Dec 2018","19 Dec 2028","1","08 May 2020","Registered"
"Verified Carbon Standard","5056","15MW FLOATING SOLAR PV PROJECT IN HIMACHAL PRADESH","SJVN Green Energy Limited","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version NA)","28601","","VCS Validation/Verification Body","Asia","India","Himachal Pradesh","14 Sep 2024","14 Sep 2024","13 Sep 2031","1","","Under validation (Public comment period closed)"
"Verified Carbon Standard","643","16.0 MW bagasse based cogeneration project at Ahmadnagar, Maharashtra by M/s Mula Sahakari Sakhar Karkhana Ltd.","M/s Mula Sahakari Sakhar Karkhana Ltd. (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0006 (Version NA)","33452","","TUV Rheinland (China) Ltd.","Asia","India","Maharashtra","11 Dec 2006","11 Dec 2006","10 Dec 2016","1","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","678","16.45 MW bundled grid connected renewable energy project in Tamil Nadu, India.","Multiple Project Proponents","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 10)","36518","","TÜV NORD CERT GmbH","Asia","India","Tamil Nadu","06 Dec 2005","28 Mar 2006","27 Mar 2016","1","04 Jun 2020","Registered"
"Verified Carbon Standard","871","16.65 MW Bundled Wind Power Project in Tamilnadu","Vestas Wind Technology India Private Limited (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","39642","","TÜV NORD CERT GmbH","Asia","India","Tamilnadu State","26 Jan 2005","28 Mar 2016","27 Mar 2026","2","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","1172","160 MW Gas Based Combined Cycle Power Project-III BY RVUNL at Ramgarh District Jaisalmer, Rajasthan","Rajasthan Rajya Vidyut Utpadan Nigam Limited (PP)","","Energy industries (renewable/non-renewable sources)","","AM0029 (Version NA)","355560","","Bureau Veritas India Private Limited","Asia","India","Rajasthan state","21 Mar 2013","21 Mar 2013","20 Mar 2023","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","122","17.45 MW Bundled Wind Power Project in India","Multiple Project Proponents","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","31362","","TÜV NORD CERT GmbH","Asia","India","Multiple","29 Dec 2004","29 Dec 2004","28 Dec 2014","1","04 Aug 2009","Late to Verify"
"Verified Carbon Standard","1893","18 MW Kemphole Mini Hydel Scheme (KMHS), by International Power Corporation Limited, India","International Power Corporation Limited","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 20)","44548","","LGAI Technological Center, S.A. (Applus+ Certification)","Asia","India","Karnataka","20 Oct 2003","01 Dec 2014","30 Nov 2024","1","29 Jul 2019","Registered"
"Verified Carbon Standard","266","18.2 MW Grouped Wind Power Project in Maharashtra by Navalakha Translines","Multiple Project Proponents","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","27830","","Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)","Asia","India","Maharashtra","01 Apr 2006","01 Apr 2016","31 Mar 2026","2","31 Dec 2009","Late to Verify"
"Verified Carbon Standard","497","18.86 MW Bundled Wind Power Project, India","Multiple Project Proponents","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","30398","","TÜV NORD CERT GmbH","Asia","India","Karnataka","12 Mar 2001","01 Jan 2022","31 Dec 2028","3","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","3073","180 Works High Efficiency Wood Burning Cookstoves - Malawi - Project 1","180.Holdings B.V.","","Energy demand","","VMR0006 (Version NA)","1420462","","VCS Validation/Verification Body","Africa","Malawi","","01 Jan 2022","01 Jan 2022","31 Dec 2031","1","","Under validation (Public comment period closed)"
"Verified Carbon Standard","1819","19.2 MWp Solar Power Project by HZL at Debari and Dariba, Rajasthan","Hindustan Zinc Limited (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 19)","23859","","LGAI Technological Center, S.A. (Applus+ Certification)","Asia","India","Rajasthan","25 Mar 2017","25 Mar 2017","24 Mar 2027","1","17 Oct 2019","Withdrawn"
"Verified Carbon Standard","2051","1944 MW SUDAIR SOLAR PROJECT","South Pole Carbon Asset Management Ltd","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 7)","3374490","","KBS Certification Services Limited","Middle East","Saudi Arabia","","01 Jan 2022","01 Jan 2022","31 Dec 2031","1","","Rejected by Administrator"
"Verified Carbon Standard","1447","199.70 MW Wind Project in Maharashtra by BWDPL","Bothe Windfarm Development Pvt. Ltd.","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 16)","138354","","EPIC Sustainability Services Private Limited","Asia","India","Maharashtra","17 May 2013","17 May 2013","16 May 2023","1","06 Apr 2020","Registered"
"Verified Carbon Standard","4123","1MTN Uganda Bamboo Planting Project","1MTN Nation UG OU (PP)","","Agriculture Forestry and Other Land Use","ARR","VM0047 (Version NA)","88110","","TÜV NORD CERT GmbH","Africa","Uganda","","01 Apr 2023","01 Apr 2023","31 Mar 2063","1","","Under validation (Public comment period closed)"
"Verified Carbon Standard","5525","1PointFive Direct Air Capture – STRATOS","1PointFive Stratos, LLC (PP)","","Carbon capture and storage","","VM0049 (Version NA)","432714","","GHD Limited","North America","United States of America","TX","01 Nov 2025","01 Nov 2025","31 Oct 2032","1","","Registration requested"
"Verified Carbon Standard","1366","2 x 2MW wind project by Bansal Windmills Pvt. Ltd.","Bansal WindMill Pvt. Ltd.","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version NA)","8885","","TUV Rheinland (China) Ltd.","Asia","India","Tamil Nadu District","15 May 2013","15 May 2013","14 May 2023","1","18 Jun 2015","Late to Verify"
"Verified Carbon Standard","2162","2 x 3.5 MW Ullunkal Hydro Power Project in Kerala, India","Multiple Project Proponents","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version NA)","16125","","SGS United Kingdom Ltd. (SGS)","","India","Kerala","03 Oct 2008","","","","","Withdrawn"
"Verified Carbon Standard","869","2 x 3.5 MW Ullunkal Hydro Power Project in Kerala, India.","EDCL Power Projects Limited (PP)","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version NA)","16125","","SGS United Kingdom Ltd. (SGS)","Asia","India","Kerala","26 Sep 2008","01 Oct 2009","30 Sep 2019","1","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","2979","2,2 mW Grid-Connected Solar Park Orlova Mogila","B2M LLC","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","3080","","VCS Validation/Verification Body","Europe","Bulgaria","Dobrich","01 Jun 2012","01 Jun 2012","31 May 2022","1","","Pipeline listing requested (under development)"
"Verified Carbon Standard","770","2.10MW Wind Project in Rajasthan","Arvind Construction Private Limited","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version NA)","3519","","Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)","Asia","India","Rajasthan, Jodhpur","30 Sep 2009","30 Sep 2009","29 Sep 2019","1","08 Feb 2012","Late to Verify"
"Verified Carbon Standard","423","2.225 MW wind power project in Tamil Nadu, India.","Frontline Corporation Limited (PP)","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version NA)","4600","","TÜV NORD CERT GmbH","Asia","India","Tirunelveli and Coimbatore","23 Mar 2002","10 Apr 2006","09 Apr 2016","1","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","590","2.25 MW rice husk based cogeneration plant at Siddeshwari Industries Pvt. Ltd.","Siddeshwari Industries Pvt Ltd","","Energy industries (renewable/non-renewable sources)","","AMS-I.C. (Version NA)","17814","","SGS United Kingdom Ltd. (SGS)","Asia","India","Uttar Pradesh","25 Oct 2005","01 Oct 2020","30 Sep 2027","3","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","308","2.45 MW Wind Power Project in Rajasthan, India by Yamuna Power and Infrastructure Ltd.","Yamuna Power & Infrastructure Limited (PP)","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version NA)","3921","","Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)","Asia","India","Rajasthan","03 Mar 2004","28 Mar 2006","27 Mar 2016","1","06 Apr 2020","Registered"
"Verified Carbon Standard","482","2.5 MW Bundled Wind Power Project in Maharashtra (India)","Raj Infrastructure Development (India) Pvt. Ltd. (PP)","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version NA)","3946","","LGAI Technological Center, S.A. (Applus+ Certification)","Asia","India","Maharashtra","13 Aug 2006","12 Jun 2009","11 Jun 2019","1","18 Aug 2010","Registered"
"Verified Carbon Standard","584","2.5 MW Rice husk based cogeneration plant at Hanuman Agro Industries Limited","Hanuman Agro Industries Ltd.","","Energy industries (renewable/non-renewable sources)","","AMS-I.C. (Version NA)","32563","","SGS United Kingdom Ltd. (SGS)","Asia","India","Chhattisgarh","31 Aug 2006","31 Aug 2006","30 Aug 2016","1","06 Apr 2020","Registered"
"Verified Carbon Standard","268","2.5 MW WINDPOWERGENERATION PROJECT OF C.J.SHAH & CO","C . J . SHAH & CO (PP)","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version NA)","3697","","Perry Johnson Registrars Carbon Emissions Services, Inc. (PJRCES)","Asia","India","Maharashtra","25 Mar 2005","28 Mar 2006","27 Mar 2016","1","06 Jan 2010","Late to Verify"
"Verified Carbon Standard","601","2.50 MW Wind Project at Kappadagudda, Gadag District, Karnataka","R.PRAVEEN CHANDRA (PP)","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version NA)","5244","","TÜV NORD CERT GmbH","Asia","India","Karnataka","27 Mar 2006","01 Apr 2006","31 Mar 2016","1","29 Apr 2011","Late to Verify"
"Verified Carbon Standard","2047","20 MW Capacity Biomass based Power Project of M/s. SHALIVAHANA GREEN ENERGY LIMITED","Shalivahana Green Energy Limited","","Energy industries (renewable/non-renewable sources)","","ACM0018 (Version NA)","87446","","","Asia","India","Orissa","16 Jan 2012","18 Jul 2012","17 Jul 2022","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","477","20 MW Enercon Windfarms (SAI) Pvt. Limited in Maharashtra","Enercon (India) Limited","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","27593","","TÜV NORD CERT GmbH","Asia","India","Maharashtra","28 Feb 2007","01 May 2017","30 Apr 2027","2","04 Aug 2010","Late to Verify"
"Verified Carbon Standard","1854","20 MWAC (22 MWDC) SKCIL SOLAR POWER PLANT PROJECT","Shri Keshav Cements & Infra Ltd. (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 19)","33707","","Earthood Services Limited","Asia","India","Karnataka","31 Mar 2018","01 Apr 2018","31 Mar 2028","1","23 Apr 2020","Registered"
"Verified Carbon Standard","895","20.8 MW Grid connected wind electricity generation project at Dhule, Maharashtra.","Multiple Project Proponents","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","33008","","TÜV NORD CERT GmbH","Asia","India","Dhule district, Maharashtra","25 Mar 2005","01 Apr 2016","31 Mar 2026","2","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","2046","200 MW Kom Ombo Solar PV Power Project In Egypt","ACWA Power Komombo for Energy","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 7)","340821","","KBS Certification Services Limited","Africa","Egypt","Aswan","01 Apr 2021","01 Apr 2021","31 Mar 2031","1","10 Mar 2021","Late to Verify"
"Verified Carbon Standard","1943","20MW Samal Grid-connected Hydroelectric Project in Orissa, India","Orissa Power Consortium Ltd.","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","80126","","Earthood Services Limited","Asia","India","Orissa","11 Oct 2009","01 Sep 2014","31 Aug 2024","1","16 Oct 2019","Verification approval requested"
"Verified Carbon Standard","1137","21 MW Wind energy farm at Palladam, TamilNadu by HZL","Hindustan Zinc Limited (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","42131","","","Asia","India","District: Tiruppur, State: Tamil Nadu","20 Oct 2011","01 Dec 2012","30 Nov 2019","1","04 Jun 2020","Withdrawn"
"Verified Carbon Standard","625","21.05 MW bundled wind energy project in Maharashtra aggregated by Resurge Energy Private Limited","RESURGE ENERGY PRIVATE LIMITED (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","31434","","TÜV NORD CERT GmbH","Asia","India","Maharashtra","31 May 2006","01 Jun 2016","31 May 2026","2","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","1823","21.8 MW Wind Power Project at Jangi Vandhiya, Gujarat by Powerica Limited","POWERICA LIMITED (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 15)","50207","","LGAI Technological Center, S.A. (Applus+ Certification)","Asia","India","Gujarat","12 Jun 2014","12 Jun 2014","11 Jun 2024","1","21 Nov 2018","Registered"
"Verified Carbon Standard","487","210 MW Musi Hydro Power Plant, Bengkulu","PT. PLN (Persero)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","953128","","RINA Services S.p.A","Asia","Indonesia","Bengkulu","19 Jul 2006","01 Aug 2016","31 Jul 2026","2","06 Apr 2020","Registered"
"Verified Carbon Standard","1768","216 MWac Kamuthi Solar Power Project","Kamuthi Solar Power Limited","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 18.1)","346117","","LGAI Technological Center, S.A. (Applus+ Certification)","Asia","India","Tamil Nadu","18 Sep 2016","18 Sep 2016","17 Sep 2026","1","13 Apr 2020","Registered"
"Verified Carbon Standard","1696","22.5 MW Bhilangana Hydro Power Project (BHPP) - CER Conversion","Credits transferred from approved GHG program","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","32574","","TÜV NORD CERT GmbH","Asia","India","Ghansali Village, Tehri Garhwal District","16 Apr 2007","16 Apr 2007","15 Apr 2017","1","","Units transferred from approved GHG program"
