,Project ID,Project Name,Country,Other Countries Involved,Methodology,Project Size,Investment Analysis Option,Barrier Analysis,Emission Factor Data Vintage,Emission Factor Weights,Validator,Estimated Emission Reductions,Actual Emission Reductions
0,IGES06570,Gansu Zhuoni Niuzi 30MW Hydropower Project,China,"Netherlands, Kingdom of the",ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,DNV-CUK,1605721.5616438356,696212.0
135,IGES12023,"SHPs Tambaú, das Pedras and Rio do Sapo CDM Project (JUN1132), Brazil",Brazil,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex post,0.25:0.75,RINA,464037.0,144902.0
136,IGES12128,Mampuri Wind Power Project 3,Sri Lanka,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,KBS,392336.0,55085.0
137,IGES11279,Rio Picoiquen run off river power station,Chile,Germany,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,LGAI,736504.9999999999,256164.0
138,IGES08450,Nam Pong Hydropower Project,Viet Nam,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,CEC,1763895.0000000002,0.0
139,IGES08976,Punta Pereira biomass power plant.,Uruguay,No Additional Countries,ACM0006;,LARGE,None,done,ex ante,0.25:0.75,7789,0.0,230035.0
140,IGES11427,Bundled Wind Power Project at Rajasthan India,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,None,ex ante,0.75:0.25,Carbon Check,94668.0,0.0
141,IGES10917,Jirau Hydro Power Plant,Brazil,Japan,ACM0002;,LARGE,Benchmark Analysis,None,ex post,0.25:0.75,RINA,103748764.0,1699285.0
142,IGES11307,"Large scale wind farm project ""Melowind""",Uruguay,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,AENOR,1084153.0,150566.0
143,IGES10979,Bundled Wind Power Project by EKI Energy Services Ltd. (EKIESL-CDM.January-12-02),India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,LGAI,276366.99999999994,0.0
144,IGES11729,Xinjiang Hami Southeast Wind Zone Yandun Third Wind Farm Project,China,Multiple Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CCSC,7373366.000000001,2334089.0
145,IGES11048,CGN Tuokexun Phase I 49.5MW Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CCSC,1701343.0,0.0
146,IGES10908,Bundled Wind Power Project by Aditya Marine Limited (EKIESL-CDM.January-12-03),India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,TUEV-SUED,329602.0,0.0
147,IGES10769,El Arrayán Wind Farm Project,Chile,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,KBS,4385430.0,1329030.0
148,IGES10360,Fontes dos Ventos Wind Farms,Brazil,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex post,0.75:0.25,RINA,3076458.0,0.0
149,IGES12229,6 MW Solar Power Project by Arhyama Solar Power,India,No Additional Countries,AMS-ID;,SMALL,None,Specific small scale,ex ante,0.75:0.25,LGAI,189189.0,52536.0
150,IGES10665,"Solar Photovoltic Power project at Charanka , Patan District in Gujarat",India,No Additional Countries,AMS-ID;,SMALL,None,Specific small scale,ex ante,0.75:0.25,TUEV-SUED,498386.0,0.0
151,IGES01888,Bundle Wind Power Project-EnKing International (CDM.SEP-09-01),India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,LGAI,86303.0,13566.0
152,IGES11495,Mampuri Wind Power Project 2,Sri Lanka,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,KBS,379588.99999999994,70013.0
153,IGES07132,"Dagachhu Hydropower Project, Bhutan",Bhutan,India,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,TUEV-SUED,9829736.0,2334465.0
154,IGES01346,4.80 MWrenewable energy project by Aleo Manali Hydropower Pvt. Ltd.,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.25:0.75,KBS,384708.1479452056,110461.0
155,IGES12156,6.95 MW Bundled Wind Power Project in Gujarat,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,LGAI,279405.0,0.0
156,IGES12081,Xenamnoy 1 Hydropower project,Lao People's Democratic Republic,Switzerland,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,1:0,CTI,1003926.0,255277.0
157,IGES10367,El Modelo Wind Farms,Brazil,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex post,0.75:0.25,RINA,2024274.0,658198.0
158,IGES10366,Curva dos Ventos Wind Farms,Brazil,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex post,0.75:0.25,RINA,1952692.0,641035.0
159,IGES11605,Shaqian Hydropower Project in Guizhou Province,China,Japan,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,CTI,1475670.0,0.0
160,IGES02253,Eco Energy Beer Tuvia - Animal manure anaerobic treatment facility,Israel,No Additional Countries,AM0073;,LARGE,None,done,ex ante,0.25:0.75,TUEV-SUED,4407431.0,0.0
161,IGES09613,Providencia III: 9.11MW Small Hydro Power Generation Plant,Colombia,No Additional Countries,AMS-IF;,SMALL,None,Specific small scale,ex ante,0.25:0.75,ICONTEC,644242.1643835617,151825.0
162,IGES08365,Bundled wind power project - Enking international (CDM.Nov-10-01),India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,RINA,180257.5506849315,0.0
163,IGES10838,Mulibettu Hydro Power Project,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.25:0.75,LGAI,523177.16438356164,92103.0
164,IGES10570,Valle de los Vientos Wind Farm,Chile,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,Earthood,2763810.0,0.0
165,IGES10088,San Juan Hydroelectric Project,Honduras,No Additional Countries,AMS-ID;,SMALL,None,done,ex ante,0.25:0.75,KBS,483882.0,0.0
166,IGES11726,10.5MW PowerGen Lanka Small Scale Wind Power CDM Project in Sri Lanka,Sri Lanka,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,4KES,332934.0,94004.0
167,IGES11773,CTGNE Shanshan Phase I 20 MWp Solar PV Power Project,China,Germany,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CTI,482420.0739726027,139006.0
168,IGES11770,CTGNE Pishan Phase I 20 MWp Solar PV Power Project,China,Germany,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CTI,466788.2931506849,121894.0
169,IGES12052,Grid Connected Solar PV Project by M/s. D. J. Malpani in Rajasthan,India,No Additional Countries,AMS-ID;,SMALL,None,Specific small scale,ex ante,0.75:0.25,LGAI,422246.99999999994,161392.0
170,IGES01500,"Accion Fraterna Biogas CDM project for rural communities in Anantapur, Andhra Pradesh",India,No Additional Countries,AMS-IE;,SMALL,Simple Cost Analysis,done,N.A.,N.A.,4KES,756672.0,40397.0
171,IGES09796,Xinjiang A’letai Hua’ning Hydropower Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,CCSC,4320526.000000001,541660.0
172,IGES09965,Qinghai Maqin Gequ Level 2 hydropower Station,China,Multiple Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,CCSC,2972256.0,1383315.0
173,IGES12148,"Bundled wind power project at Satara, Maharashtra",India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,EPIC_Sust,443457.0,91501.0
174,IGES01886,Bundle Wind Power Project – EnKing International (CDM.OCT-09-01),India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,LGAI,126196.0,0.0
175,IGES02022,CGR Guatapara Landfill Project,Brazil,No Additional Countries,ACM0001;,LARGE,Benchmark Analysis,None,ex post,0.25:0.75,LGAI,6166412.0,766503.0
176,IGES10359,"Cristal, Primavera and São Judas Wind Farms",Brazil,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex post,0.75:0.25,RINA,3441662.0000000005,511663.0
177,IGES09548,Peralta I Wind Power Project,Uruguay,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex post,0.75:0.25,LGAI,1011268.9999999999,0.0
178,IGES11387,CTR da Caturrita landfill gas project,Brazil,No Additional Countries,ACM0001;,LARGE,Simple Cost Analysis,None,ex post,0.25:0.75,LGAI,976437.0,0.0
179,IGES11388,CTDR Bob Ambiental landfill gas project,Brazil,No Additional Countries,ACM0001;,LARGE,Simple Cost Analysis,None,ex post,0.25:0.75,LGAI,2452737.0000000005,0.0
180,IGES11386,CPTR Marituba landfill gas project,Brazil,No Additional Countries,ACM0001;,LARGE,Simple Cost Analysis,None,ex post,0.25:0.75,LGAI,3828223.0000000005,0.0
181,IGES11651,Solar PV power project by Roha Dyechem Pvt. Ltd. (EKIESL.CDM.Aug-11-02),India,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,Earthood,719971.0,95519.0
182,IGES09021,Rukti-II (5 MW) Small Hydro Electric Project,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.25:0.75,KBS,419517.00000000006,157984.0
183,IGES08789,Bundled Wind Power Project- EnKing International (CDM.March-11-02),India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,LGAI,281575.00000000006,36764.0
184,IGES09283,"Grid connected electricity generation from renewable source: Windfarm Complex União dos Ventos, Serveng Civilsan S.A.",Brazil,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex post,0.75:0.25,RINA,5621881.999999999,1957764.0
185,IGES00790,Guanaquitas 9.74 MW hydroelectric project,Colombia,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.25:0.75,TÜV NORD,427958.99999999994,132676.0
186,IGES09616,Hydro Electric Plant - Hidro Pantasma,Nicaragua,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex post,0.25:0.75,TÜV NORD,682143.0000000001,229478.0
187,IGES09134,"Wind power project in Maharashtra, India – Andhra Lake Phase - II",India,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,Earthood,1580523.0,0.0
188,IGES01887,Bundle Wind Power Project-Enking International (CDM.Aug-09-01),India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,RINA,157479.0,0.0
189,IGES11819,Beijing Jingneng Weilai Kejicheng Gas-fired Cogeneration Project,China,No Additional Countries,AM0107;,LARGE,Investment Comparison Analysis,None,N.A.,N.A.,CTI,3101959.0,0.0
190,IGES08806,Small Hydro Power Plants in Braço do Norte River Bundled Project Activities (hereafter referred to simply as “SHPPs in Braço do Norte River”),Brazil,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex post,0.25:0.75,RINA,335110.99999999994,0.0
191,IGES10137,Bundled Wind Power Project- EnKing International (CDM.November-10-02),India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,LGAI,238895.99999999994,0.0
192,IGES10391,Jingneng Beijing Badaling Solar Power Pilot Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CTI,635733.0,0.0
193,IGES11395,Inner Mongolia Keqi Luotuotaizi 300MW Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CTI,11558575.0,0.0
194,IGES08633,"Solar PV power project at Patan, India",India,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-SUED,814086.0000000001,273574.0
195,IGES09057,"Wind power project in Maharashtra, India – Andhra Lake Phase - I",India,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,Earthood,1756139.0,0.0
196,IGES09102,Coega IDZ Windfarm,South Africa,Belgium,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,AENOR,830627.0,29913.0
197,IGES03307,Lautaro Generation Project,Chile,No Additional Countries,ACM0018;,LARGE,Investment Comparison Analysis & Benchmark Analysis,None,ex ante,0.25:0.75,KBS,1291762.487671233,271271.0
198,IGES09408,Electricity generation from renewable sources – Windfarm Campo dos Ventos II,Brazil,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex post,0.75:0.25,Earthood,1127196.0,256372.0
199,IGES11982,CLP 49.5MW Laiwu Phase I Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CCSC,1725920.0,0.0
200,IGES08246,Wind Project Activity by White House,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,TUEV-SUED,117586.0,24592.0
201,IGES08269,"Wind Energy Project in Harapanahalli, Karnataka",India,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,Earthood,1585920.0000000002,0.0
202,IGES08350,"Xekaman 3 Hydropower Project, Lao PDR",Lao People's Democratic Republic,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,LGAI,14595902.999999998,1226788.0
203,IGES08861,3.7 MW Bundle Wind Power Project in Maharashtra,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,LGAI,126336.0,33619.0
204,IGES12016,Qian’an Wangxin Caizi Town Windfarm Project Phase II,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,LGAI,1968267.0,706221.0
205,IGES10891,Micro Scale Biogas CDM Project of CROSS,India,No Additional Countries,AMS-IE;,SMALL,None,Micro,N.A.,N.A.,4KES,328454.0,44255.0
206,IGES10537,Bundled wind power project Cape Verde,Cabo Verde,Sweden,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TÜV NORD,1372476.0,402927.0
207,IGES02297,Electricity Generation using renewable wind energy by Sahyadri Industries Limited,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,LGAI,283016.99999999994,69040.0
208,IGES10500,Ning’an Jingbo Erdaoling Wind Farm Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CTC,1981818.9999999998,0.0
209,IGES10507,Ning’an Jingbo Toudaoling Wind Farm Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CTC,1857471.0,0.0
210,IGES12051,Grid Connected Solar PV Project by M/s. Giriraj Enterprises in Maharashtra,India,No Additional Countries,AMS-ID;,SMALL,None,Specific small scale,ex ante,0.75:0.25,LGAI,199156.99999999997,59088.0
211,IGES08776,Wind Power Project by Tirupati Microtech Pvt. Ltd. (EKI-CDM.June-11-02),India,Australia,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,TUEV-SUED,145747.0,6427.0
212,IGES10006,Wang Phloeng Solar Power Plant Project,Thailand,Sweden,AMS-ID;,SMALL,None,Specific small scale,ex ante,0.75:0.25,JQA,177345.0,63444.0
213,IGES11734,5 MW Solar PV Power Project at NTPC Faridabad,India,No Additional Countries,AMS-ID;,SMALL,None,Specific small scale,ex ante,0.75:0.25,Earthood,135926.0,21011.0
214,IGES04523,Wampu Hydro Electric Power Project,Indonesia,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,LRQA Ltd,6105540.000000001,984627.0
215,IGES11391,ITVR Sao Leopoldo landfill gas project,Brazil,Multiple Additional Countries,ACM0001;,LARGE,Benchmark Analysis,None,ex post,0.25:0.75,LGAI,2098229.0,59838.0
216,IGES09948,27.3 MW Wind energy farm at Mokla Rajasthan by HZL,India,Australia,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-SUED,932687.0,73732.0
217,IGES11259,CTR Rosario Landfill Gas Project,Brazil,No Additional Countries,ACM0001;,LARGE,Benchmark Analysis,done,ex post,0.25:0.75,Earthood,2289553.0,51955.0
218,IGES11784,Maesod Wastewater Treatment and Biogas Utilisation Project,Thailand,Multiple Additional Countries,AMS-IC; AMS-ID; AMS-IIIH;,SMALL,Benchmark Analysis,done,ex ante,0.25:0.75,4KES,1124165.0,107092.0
219,IGES08836,Laja Hydroelectric Project,Chile,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,AENOR,1891497.9999999995,189448.0
220,IGES11045,Sunite Phase IV 49.5 MW Wind Power Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CTI,2090270.0,0.0
221,IGES09633,Delta do Parnaíba Wind Power Plant Complex CDM Project Activity.,Brazil,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex post,0.75:0.25,RINA,2901836.000000001,749473.0
222,IGES02541,Gangani Small Hydro Electric Project,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.25:0.75,LGAI,835793.0,241608.0
223,IGES03790,Proactiva Presidente landfill gas to energy project,Colombia,No Additional Countries,ACM0001;,LARGE,Benchmark Analysis,None,N.A.,N.A.,LGAI,2834153.0,28109.0
224,IGES08732,HPP Ashta,Albania,Austria,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,ERM-CVS,1276597.0,572520.0
225,IGES09406,Nam Ngum 5 Hydropower Project,Lao People's Democratic Republic,"Netherlands, Kingdom of the",ACM0002;,LARGE,Benchmark Analysis,None,ex ante,1:0,CTI,5063121.0,1622822.0
226,IGES07919,Horcones biomass power plant expansion project,Chile,No Additional Countries,ACM0006;,LARGE,None,done,ex ante,0.5:0.5,ERM-CVS,1603364.0,257963.0
227,IGES09614,Providencia I: 1.8MW Small Hydro Power Generation Plant,Colombia,No Additional Countries,AMS-IF;,SMALL,None,Micro,ex ante,0.25:0.75,ICONTEC,115136.46849315069,36129.0
228,IGES05984,Rehabilitation of the Callahuanca hydroelectric power station,Peru,Spain,ACM0002;,LARGE,Investment Comparison Analysis,None,ex post,0.25:0.75,TÜV NORD,195762.83287671232,0.0
229,IGES08787,Mwenga Hydro Power Project,Tanzania,Sweden,AMS-ID; AMS-IF;,SMALL,None,Micro,ex ante,0.25:0.75,TÜV NORD,229206.1945205479,65930.0
230,IGES01983,CDM Project SHP Santa Carolina.,Brazil,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex post,0.25:0.75,Earthood,178794.0,45955.0
231,IGES09399,52.50 MW Wind energy farm at Mokla Rajasthan by HZL,India,Australia,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-SUED,1709252.0,244844.0
232,IGES09297,Bundled Wind Project-I of Shivashri in Sadawaghapur Maharashtra,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,TUEV-SUED,257287.1232876712,0.0
233,IGES09960,"21 MW Wind energy farm at Palladam, TamilNadu by HZL",India,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-SUED,858038.0,129765.0
234,IGES10267,25.5 MW Wind Energy Farm at Nandurbar Maharashtra by HZL,India,Australia,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-SUED,851792.0,182961.0
235,IGES02278,El Retamo Landfill Gas Utilization Project,Chile,No Additional Countries,ACM0001;,LARGE,Benchmark Analysis,None,N.A.,N.A.,LGAI,1298654.0,0.0
236,IGES02271,El Guanaco Landfill Gas Utilization Project,Chile,No Additional Countries,ACM0001;,LARGE,Benchmark Analysis,None,N.A.,N.A.,LGAI,1209824.0,0.0
237,IGES11036,Ningxia Shizuishan Phase II 10MWp Solar PV Power Generation Project,China,Japan,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,LGAI,259147.0,0.0
238,IGES11339,Solar Power Project by M AND B Switchgears Limited,India,No Additional Countries,AMS-ID;,SMALL,None,Specific small scale,ex ante,0.75:0.25,LGAI,195279.0,0.0
239,IGES11473,8.0 MW Wind Power Project activity by Sree Iswarya Textiles Private Limited,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,TUEV-SUED,356727.0,0.0
240,IGES10247,Yanyuan County Baji River Phase III Hydropower Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,LGAI,1139033.0,0.0
241,IGES00788,Pindó Biomass Energy Generation from Forest Biomass,Argentina,No Additional Countries,AMS-IC; AMS-IIIE;,SMALL,Benchmark Analysis,done,ex post,0.25:0.75,Earthood,406539.0,0.0
242,IGES02197,Dapein (1) Hydropower Project in Union of Myanmar,Myanmar,"Netherlands, Kingdom of the",ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,CTI,10608823.076712329,4845477.0
243,IGES02238,Dos Mares Hydroelectric Project,Panama,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,ICONTEC,6487754.0,1938522.0
244,IGES11594,Huaneng Gansu Jinchang 20MWp Gridconnected Solar PV Power Generation Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CEC,635334.0,0.0
245,IGES08818,Wind Power Project by Rajasthan Gum Private Limited (EKI.CDM.July-11-01),India,United Kingdom of Great Britain and Northern Ireland,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,LGAI,428799.0,38770.0
246,IGES09803,9 MW Wind Energy Farm at Jodhpur Rajasthan by HZL,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,DNV-CUK,295542.0,53269.0
247,IGES09370,Lower Stung Russei Chrum Hydro-Electric Project,Cambodia,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,CEC,11765789.0,4325078.0
248,IGES05699,Quitaracsa I (“the project”).,Peru,"Netherlands, Kingdom of the",ACM0002;,LARGE,Benchmark Analysis,done,ex post,0.25:0.75,AENOR,3966963.0000000005,0.0
249,IGES10859,Bundled Wind Power Project by Peethambra Granites Pvt Ltd (EKIESL-CDM. November -11-01),India,Australia,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,TUEV-SUED,169953.0,38259.0
250,IGES11368,Da’an Haituo Wind Farm Phase III Project,China,Germany,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CTI,2039883.9999999998,349515.0
251,IGES11364,Da’an Haituo Wind Farm Phase IV Project,China,Germany,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CTI,2025303.0000000002,315640.0
